Date,BELU
2016-01-04,451.47955322265625
2016-01-05,451.47955322265625
2016-01-06,443.17010498046875
2016-01-11,452.40283203125
2016-01-12,444.0933532714844
2016-01-13,448.709716796875
2016-01-14,439.4770202636719
2016-01-15,436.70721435546875
2016-01-18,434.86065673828125
2016-01-19,434.86065673828125
2016-01-20,434.86065673828125
2016-01-21,431.1676025390625
2016-01-22,443.17010498046875
2016-01-25,444.0933532714844
2016-01-26,444.0933532714844
2016-01-27,432.0908508300781
2016-01-28,432.0908508300781
2016-01-29,415.4719543457031
2016-02-01,420.08831787109375
2016-02-02,432.0908508300781
2016-02-03,437.6304931640625
2016-02-04,438.55377197265625
2016-02-05,441.32354736328125
2016-02-08,445.93994140625
2016-02-09,447.7864685058594
2016-02-10,438.55377197265625
2016-02-11,437.6304931640625
2016-02-12,437.6304931640625
2016-02-15,433.9374084472656
2016-02-16,433.9374084472656
2016-02-17,437.6304931640625
2016-02-18,429.3210144042969
2016-02-19,433.9374084472656
2016-02-22,433.9374084472656
2016-02-24,433.0141296386719
2016-02-25,435.7839660644531
2016-02-26,433.0141296386719
2016-02-29,433.9374084472656
2016-03-01,428.39776611328125
2016-03-02,433.0141296386719
2016-03-03,433.0141296386719
2016-03-04,433.9374084472656
2016-03-07,429.3210144042969
2016-03-09,413.62542724609375
2016-03-10,415.4719543457031
2016-03-11,416.395263671875
2016-03-14,415.4719543457031
2016-03-15,420.08831787109375
2016-03-16,414.5486755371094
2016-03-17,406.2392883300781
2016-03-18,406.2392883300781
2016-03-21,406.2392883300781
2016-03-22,412.7021789550781
2016-03-23,404.3927307128906
2016-03-24,412.7021789550781
2016-03-25,410.8555908203125
2016-03-28,403.469482421875
2016-03-29,394.23675537109375
2016-03-30,398.85308837890625
2016-03-31,392.3902282714844
2016-04-01,412.7021789550781
2016-04-04,403.469482421875
2016-04-05,398.85308837890625
2016-04-06,397.9298400878906
2016-04-07,396.083251953125
2016-04-08,397.0065612792969
2016-04-11,398.85308837890625
2016-04-12,415.4719543457031
2016-04-13,417.3185119628906
2016-04-14,414.5486755371094
2016-04-15,419.1650695800781
2016-04-18,426.55120849609375
2016-04-19,415.4719543457031
2016-04-20,410.8555908203125
2016-04-21,413.62542724609375
2016-04-22,413.62542724609375
2016-04-25,426.55120849609375
2016-04-26,414.5486755371094
2016-04-27,416.395263671875
2016-04-28,405.31597900390625
2016-04-29,407.1625671386719
2016-05-04,407.1625671386719
2016-05-05,415.4719543457031
2016-05-06,409.00909423828125
2016-05-10,414.5486755371094
2016-05-11,408.0858154296875
2016-05-12,406.2392883300781
2016-05-13,409.00909423828125
2016-05-16,412.7021789550781
2016-05-17,412.7021789550781
2016-05-18,409.9323425292969
2016-05-19,397.0065612792969
2016-05-20,400.69964599609375
2016-05-23,400.69964599609375
2016-05-24,399.7763366699219
2016-05-25,401.6229248046875
2016-05-26,397.9298400878906
2016-05-27,397.9298400878906
2016-05-30,399.7763366699219
2016-05-31,396.083251953125
2016-06-01,400.69964599609375
2016-06-02,395.1600036621094
2016-06-03,385.0039978027344
2016-06-06,391.4669494628906
2016-06-07,385.0039978027344
2016-06-08,388.6971435546875
2016-06-09,378.5411376953125
2016-06-10,385.92730712890625
2016-06-14,373.00152587890625
2016-06-15,369.30841064453125
2016-06-16,363.768798828125
2016-06-17,368.3851623535156
2016-06-20,368.3851623535156
2016-06-21,368.3851623535156
2016-06-22,368.3851623535156
2016-06-23,367.4618835449219
2016-06-24,360.0757141113281
2016-06-27,370.2317199707031
2016-06-28,378.5411376953125
2016-06-29,366.53857421875
2016-06-30,364.69207763671875
2016-07-01,365.6153259277344
2016-07-04,376.6946105957031
2016-07-05,370.2317199707031
2016-07-06,364.69207763671875
2016-07-07,366.53857421875
2016-07-08,368.3851623535156
2016-07-11,367.4618835449219
2016-07-12,363.768798828125
2016-07-13,368.3851623535156
2016-07-14,365.6153259277344
2016-07-15,367.4618835449219
2016-07-18,364.69207763671875
2016-07-19,361.9222717285156
2016-07-20,364.69207763671875
2016-07-21,360.0757141113281
2016-07-22,360.0757141113281
2016-07-25,362.8455505371094
2016-07-26,362.8455505371094
2016-07-27,358.22918701171875
2016-07-28,358.22918701171875
2016-07-29,358.22918701171875
2016-08-01,358.22918701171875
2016-08-02,407.1625671386719
2016-08-03,404.3927307128906
2016-08-04,408.0858154296875
2016-08-05,450.5563049316406
2016-08-08,483.7940673828125
2016-08-09,489.3336181640625
2016-08-10,518.8782958984375
2016-08-11,525.3412475585938
2016-08-12,550.26953125
2016-08-15,557.65576171875
2016-08-16,565.0419311523438
2016-08-17,527.187744140625
2016-08-18,541.036865234375
2016-08-19,554.8859252929688
2016-08-22,558.5789794921875
2016-08-23,553.962646484375
2016-08-24,563.1954345703125
2016-08-25,534.5739135742188
2016-08-26,526.2645263671875
2016-08-29,525.3412475585938
2016-08-30,505.02923583984375
2016-08-31,527.187744140625
2016-09-01,535.4972534179688
2016-09-02,542.88330078125
2016-09-05,544.7299194335938
2016-09-06,559.5022583007812
2016-09-07,553.962646484375
2016-09-08,553.962646484375
2016-09-09,553.962646484375
2016-09-12,553.962646484375
2016-09-13,553.962646484375
2016-09-14,553.962646484375
2016-09-15,553.962646484375
2016-09-16,553.0393676757812
2016-09-19,566.888427734375
2016-09-20,573.351318359375
2016-09-21,573.351318359375
2016-09-22,587.2003784179688
2016-09-23,607.5123291015625
2016-09-26,610.2822265625
2016-09-27,612.1287231445312
2016-09-28,613.9752197265625
2016-09-29,613.9752197265625
2016-09-30,613.052001953125
2016-10-03,668.4482421875
2016-10-04,639.826904296875
2016-10-05,661.0621337890625
2016-10-06,654.5991821289062
2016-10-07,655.5224609375
2016-10-10,650.906005859375
2016-10-11,667.5249633789062
2016-10-12,643.5198974609375
2016-10-13,662.9086303710938
2016-10-14,662.9086303710938
2016-10-17,662.9086303710938
2016-10-18,662.9086303710938
2016-10-19,643.5198974609375
2016-10-20,629.6708984375
2016-10-21,629.6708984375
2016-10-24,632.4406127929688
2016-10-25,632.4406127929688
2016-10-26,632.4406127929688
2016-10-27,615.8218994140625
2016-10-28,625.0545043945312
2016-10-31,612.1287231445312
2016-11-01,624.1312866210938
2016-11-02,624.1312866210938
2016-11-03,623.2079467773438
2016-11-07,618.5916137695312
2016-11-08,618.5916137695312
2016-11-09,618.5916137695312
2016-11-10,618.5916137695312
2016-11-11,606.589111328125
2016-11-14,612.1287231445312
2016-11-15,586.2771606445312
2016-11-16,599.2029418945312
2016-11-17,599.2029418945312
2016-11-18,600.126220703125
2016-11-21,569.6582641601562
2016-11-22,555.8091430664062
2016-11-23,555.8091430664062
2016-11-24,563.1954345703125
2016-11-25,574.2745971679688
2016-11-28,597.3563842773438
2016-11-29,608.4356079101562
2016-11-30,575.1978759765625
2016-12-01,583.50732421875
2016-12-02,569.6582641601562
2016-12-05,568.7349853515625
2016-12-06,568.7349853515625
2016-12-07,559.5022583007812
2016-12-08,560.425537109375
2016-12-09,554.8859252929688
2016-12-12,531.8040771484375
2016-12-13,584.4306030273438
2016-12-14,583.50732421875
2016-12-15,612.1287231445312
2016-12-16,565.965087890625
2016-12-19,588.1236572265625
2016-12-20,611.2054443359375
2016-12-21,600.126220703125
2016-12-22,600.126220703125
2016-12-23,600.126220703125
2016-12-26,589.0469360351562
2016-12-27,593.6632690429688
2016-12-28,619.5148315429688
2016-12-29,589.0469360351562
2016-12-30,577.9676513671875
2017-01-03,583.50732421875
2017-01-04,583.50732421875
2017-01-05,583.50732421875
2017-01-06,576.1211547851562
2017-01-09,589.9701538085938
2017-01-10,581.6608276367188
2017-01-11,590.8934326171875
2017-01-12,577.9676513671875
2017-01-13,554.8859252929688
2017-01-16,573.351318359375
2017-01-17,568.7349853515625
2017-01-18,576.1211547851562
2017-01-19,570.58154296875
2017-01-20,579.814208984375
2017-01-23,579.814208984375
2017-01-24,568.7349853515625
2017-01-25,568.7349853515625
2017-01-26,568.7349853515625
2017-01-27,568.7349853515625
2017-01-30,574.2745971679688
2017-01-31,574.2745971679688
2017-02-01,563.1954345703125
2017-02-02,564.1185913085938
2017-02-03,558.5789794921875
2017-02-06,568.7349853515625
2017-02-07,563.1954345703125
2017-02-08,578.8909912109375
2017-02-09,572.4280395507812
2017-02-10,572.4280395507812
2017-02-13,563.1954345703125
2017-02-14,575.1978759765625
2017-02-15,574.2745971679688
2017-02-16,555.8091430664062
2017-02-17,555.8091430664062
2017-02-20,553.962646484375
2017-02-21,565.0419311523438
2017-02-22,563.1954345703125
2017-02-24,563.1954345703125
2017-02-27,553.962646484375
2017-02-28,553.962646484375
2017-03-01,557.65576171875
2017-03-02,557.65576171875
2017-03-03,553.962646484375
2017-03-06,562.2720947265625
2017-03-07,557.65576171875
2017-03-09,553.962646484375
2017-03-10,570.58154296875
2017-03-13,570.58154296875
2017-03-14,582.5840454101562
2017-03-15,582.5840454101562
2017-03-16,567.8117065429688
2017-03-17,566.888427734375
2017-03-20,566.888427734375
2017-03-21,563.1954345703125
2017-03-22,563.1954345703125
2017-03-23,566.888427734375
2017-03-24,566.888427734375
2017-03-27,580.737548828125
2017-03-28,576.1211547851562
2017-03-29,554.8859252929688
2017-03-30,566.888427734375
2017-03-31,542.88330078125
2017-04-03,517.955078125
2017-04-04,518.8782958984375
2017-04-05,516.1085205078125
2017-04-06,515.185302734375
2017-04-07,516.1085205078125
2017-04-10,529.0343017578125
2017-04-11,529.0343017578125
2017-04-12,540.1135864257812
2017-04-13,540.1135864257812
2017-04-14,516.1085205078125
2017-04-17,488.410400390625
2017-04-18,490.25689697265625
2017-04-19,490.25689697265625
2017-04-20,492.10345458984375
2017-04-21,492.10345458984375
2017-04-24,492.10345458984375
2017-04-25,461.6355285644531
2017-04-26,490.25689697265625
2017-04-27,508.72235107421875
2017-04-28,567.8117065429688
2017-05-02,557.65576171875
2017-05-03,557.65576171875
2017-05-04,545.6531982421875
2017-05-05,559.5022583007812
2017-05-10,559.5022583007812
2017-05-11,567.8117065429688
2017-05-12,601.9727783203125
2017-05-15,603.8192749023438
2017-05-16,544.7299194335938
2017-05-17,554.8859252929688
2017-05-18,549.3463134765625
2017-05-19,553.962646484375
2017-05-22,535.4972534179688
2017-05-23,553.962646484375
2017-05-24,553.962646484375
2017-05-25,553.962646484375
2017-05-26,553.962646484375
2017-05-29,553.962646484375
2017-05-30,553.962646484375
2017-05-31,553.962646484375
2017-06-01,553.962646484375
2017-06-02,553.962646484375
2017-06-05,536.4204711914062
2017-06-06,549.3463134765625
2017-06-07,547.4996948242188
2017-06-08,547.4996948242188
2017-06-09,553.962646484375
2017-06-13,553.962646484375
2017-06-14,553.962646484375
2017-06-15,553.0393676757812
2017-06-16,548.4229736328125
2017-06-19,550.26953125
2017-06-20,550.26953125
2017-06-21,553.962646484375
2017-06-22,548.4229736328125
2017-06-23,553.0393676757812
2017-06-26,538.2670288085938
2017-06-27,538.2670288085938
2017-06-28,553.962646484375
2017-06-29,553.962646484375
2017-06-30,545.6531982421875
2017-07-03,536.4204711914062
2017-07-04,536.4204711914062
2017-07-05,536.4204711914062
2017-07-06,553.962646484375
2017-07-07,533.6507568359375
2017-07-10,551.19287109375
2017-07-11,553.962646484375
2017-07-12,521.648193359375
2017-07-13,570.58154296875
2017-07-14,553.962646484375
2017-07-17,553.962646484375
2017-07-18,557.65576171875
2017-07-19,553.962646484375
2017-07-20,566.888427734375
2017-07-21,574.2745971679688
2017-07-24,558.5789794921875
2017-07-25,577.04443359375
2017-07-26,577.04443359375
2017-07-27,577.04443359375
2017-07-28,557.65576171875
2017-07-31,555.8091430664062
2017-08-01,630.5941162109375
2017-08-02,601.9727783203125
2017-08-03,600.126220703125
2017-08-04,596.43310546875
2017-08-07,584.4306030273438
2017-08-08,573.351318359375
2017-08-09,569.6582641601562
2017-08-10,553.962646484375
2017-08-11,577.04443359375
2017-08-14,567.8117065429688
2017-08-15,588.1236572265625
2017-08-16,566.888427734375
2017-08-17,565.0419311523438
2017-08-18,557.65576171875
2017-08-21,555.8091430664062
2017-08-22,561.3487548828125
2017-08-23,560.425537109375
2017-08-24,553.962646484375
2017-08-25,558.5789794921875
2017-08-28,555.8091430664062
2017-08-29,555.8091430664062
2017-08-30,563.1954345703125
2017-08-31,563.1954345703125
2017-09-01,555.8091430664062
2017-09-04,563.1954345703125
2017-09-05,559.5022583007812
2017-09-06,568.7349853515625
2017-09-07,568.7349853515625
2017-09-08,556.732421875
2017-09-11,556.732421875
2017-09-12,555.8091430664062
2017-09-13,558.5789794921875
2017-09-14,556.732421875
2017-09-15,594.5866088867188
2017-09-18,579.814208984375
2017-09-19,576.1211547851562
2017-09-20,560.425537109375
2017-09-21,572.4280395507812
2017-09-22,560.425537109375
2017-09-25,576.1211547851562
2017-09-26,571.5047607421875
2017-09-27,567.8117065429688
2017-09-28,558.5789794921875
2017-09-29,567.8117065429688
2017-10-02,570.58154296875
2017-10-03,568.7349853515625
2017-10-04,571.5047607421875
2017-10-05,571.5047607421875
2017-10-06,577.9676513671875
2017-10-09,580.737548828125
2017-10-10,580.737548828125
2017-10-11,600.126220703125
2017-10-12,572.4280395507812
2017-10-13,581.6608276367188
2017-10-16,583.50732421875
2017-10-17,577.04443359375
2017-10-18,595.509765625
2017-10-19,586.2771606445312
2017-10-20,594.5866088867188
2017-10-23,593.6632690429688
2017-10-24,587.2003784179688
2017-10-25,589.9701538085938
2017-10-26,589.9701538085938
2017-10-27,588.1236572265625
2017-10-30,582.5840454101562
2017-10-31,589.9701538085938
2017-11-01,577.9676513671875
2017-11-02,577.04443359375
2017-11-03,577.04443359375
2017-11-07,577.04443359375
2017-11-08,599.2029418945312
2017-11-09,588.1236572265625
2017-11-10,589.9701538085938
2017-11-13,588.1236572265625
2017-11-14,600.126220703125
2017-11-15,590.8934326171875
2017-11-16,582.5840454101562
2017-11-17,590.8934326171875
2017-11-20,607.5123291015625
2017-11-21,600.126220703125
2017-11-22,600.126220703125
2017-11-23,605.665771484375
2017-11-24,590.8934326171875
2017-11-27,598.2796630859375
2017-11-28,598.2796630859375
2017-11-29,598.2796630859375
2017-11-30,581.6608276367188
2017-12-01,586.2771606445312
2017-12-04,587.2003784179688
2017-12-05,587.2003784179688
2017-12-06,587.2003784179688
2017-12-07,587.2003784179688
2017-12-08,587.2003784179688
2017-12-11,587.2003784179688
2017-12-12,587.2003784179688
2017-12-13,589.0469360351562
2017-12-14,591.8167724609375
2017-12-15,581.6608276367188
2017-12-18,581.6608276367188
2017-12-19,581.6608276367188
2017-12-20,581.6608276367188
2017-12-21,581.6608276367188
2017-12-22,581.6608276367188
2017-12-25,592.7400512695312
2017-12-26,592.7400512695312
2017-12-27,602.89599609375
2017-12-28,592.7400512695312
2017-12-29,595.509765625
2018-01-03,601.0494384765625
2018-01-04,599.2029418945312
2018-01-05,599.2029418945312
2018-01-09,586.2771606445312
2018-01-10,584.4306030273438
2018-01-11,583.50732421875
2018-01-12,572.4280395507812
2018-01-15,572.4280395507812
2018-01-16,581.6608276367188
2018-01-17,583.50732421875
2018-01-18,581.6608276367188
2018-01-19,581.6608276367188
2018-01-22,581.6608276367188
2018-01-24,581.6608276367188
2018-01-25,588.1236572265625
2018-01-26,581.6608276367188
2018-01-29,589.9701538085938
2018-01-30,581.6608276367188
2018-01-31,586.2771606445312
2018-02-01,586.2771606445312
2018-02-02,586.2771606445312
2018-02-05,586.2771606445312
2018-02-06,582.5840454101562
2018-02-07,582.5840454101562
2018-02-08,583.50732421875
2018-02-09,583.50732421875
2018-02-12,583.50732421875
2018-02-13,586.2771606445312
2018-02-14,589.0469360351562
2018-02-15,589.0469360351562
2018-02-16,589.0469360351562
2018-02-19,581.6608276367188
2018-02-20,595.509765625
2018-02-21,593.6632690429688
2018-02-22,593.6632690429688
2018-02-26,598.2796630859375
2018-02-27,586.2771606445312
2018-02-28,572.4280395507812
2018-03-01,572.4280395507812
2018-03-02,581.6608276367188
2018-03-05,581.6608276367188
2018-03-06,581.6608276367188
2018-03-07,581.6608276367188
2018-03-09,589.0469360351562
2018-03-12,590.8934326171875
2018-03-13,589.9701538085938
2018-03-14,581.6608276367188
2018-03-15,581.6608276367188
2018-03-16,575.1978759765625
2018-03-19,586.2771606445312
2018-03-20,583.50732421875
2018-03-21,582.5840454101562
2018-03-22,581.6608276367188
2018-03-23,581.6608276367188
2018-03-26,581.6608276367188
2018-03-27,581.6608276367188
2018-03-28,579.814208984375
2018-03-29,577.9676513671875
2018-03-30,577.9676513671875
2018-04-02,577.9676513671875
2018-04-03,581.6608276367188
2018-04-04,581.6608276367188
2018-04-05,581.6608276367188
2018-04-06,581.6608276367188
2018-04-09,562.2720947265625
2018-04-10,553.962646484375
2018-04-11,577.04443359375
2018-04-12,577.9676513671875
2018-04-13,565.965087890625
2018-04-16,567.8117065429688
2018-04-17,567.8117065429688
2018-04-18,567.8117065429688
2018-04-19,581.6608276367188
2018-04-20,581.6608276367188
2018-04-23,581.6608276367188
2018-04-24,581.6608276367188
2018-04-25,581.6608276367188
2018-04-26,581.6608276367188
2018-04-27,583.50732421875
2018-04-30,583.50732421875
2018-05-02,564.1185913085938
2018-05-03,600.126220703125
2018-05-04,623.2079467773438
2018-05-07,632.4406127929688
2018-05-08,641.6734008789062
2018-05-10,646.2897338867188
2018-05-11,642.5966796875
2018-05-14,650.906005859375
2018-05-15,650.906005859375
2018-05-16,650.906005859375
2018-05-17,650.906005859375
2018-05-18,655.5224609375
2018-05-21,655.5224609375
2018-05-22,646.2897338867188
2018-05-23,655.5224609375
2018-05-24,655.5224609375
2018-05-25,655.5224609375
2018-05-28,650.906005859375
2018-05-29,655.5224609375
2018-05-30,660.1387939453125
2018-05-31,660.1387939453125
2018-06-01,650.906005859375
2018-06-04,646.2897338867188
2018-06-05,646.2897338867188
2018-06-06,646.2897338867188
2018-06-07,646.2897338867188
2018-06-08,646.2897338867188
2018-06-11,646.2897338867188
2018-06-13,646.2897338867188
2018-06-14,646.2897338867188
2018-06-15,646.2897338867188
2018-06-18,646.2897338867188
2018-06-19,637.0570068359375
2018-06-20,637.0570068359375
2018-06-21,632.4406127929688
2018-06-22,632.4406127929688
2018-06-25,646.2897338867188
2018-06-26,601.9727783203125
2018-06-27,644.4431762695312
2018-06-28,641.6734008789062
2018-06-29,627.8243408203125
2018-07-02,637.0570068359375
2018-07-03,637.0570068359375
2018-07-04,637.0570068359375
2018-07-05,635.21044921875
2018-07-06,635.21044921875
2018-07-09,638.9035034179688
2018-07-10,632.4406127929688
2018-07-11,635.21044921875
2018-07-12,637.0570068359375
2018-07-13,626.9010009765625
2018-07-16,635.21044921875
2018-07-17,627.8243408203125
2018-07-18,635.21044921875
2018-07-19,627.8243408203125
2018-07-20,627.8243408203125
2018-07-23,627.8243408203125
2018-07-24,627.8243408203125
2018-07-25,618.5916137695312
2018-07-26,618.5916137695312
2018-07-27,622.2847290039062
2018-07-30,613.052001953125
2018-07-31,618.5916137695312
2018-08-01,611.2054443359375
2018-08-02,614.8984985351562
2018-08-03,601.9727783203125
2018-08-06,609.3588256835938
2018-08-07,609.3588256835938
2018-08-08,607.5123291015625
2018-08-09,618.5916137695312
2018-08-10,618.5916137695312
2018-08-13,618.5916137695312
2018-08-14,616.7450561523438
2018-08-15,609.3588256835938
2018-08-16,598.2796630859375
2018-08-17,607.5123291015625
2018-08-20,618.5916137695312
2018-08-21,600.126220703125
2018-08-22,600.126220703125
2018-08-23,589.0469360351562
2018-08-24,589.0469360351562
2018-08-27,590.8934326171875
2018-08-28,590.8934326171875
2018-08-29,594.5866088867188
2018-08-30,579.814208984375
2018-08-31,579.814208984375
2018-09-03,590.8934326171875
2018-09-04,581.6608276367188
2018-09-05,596.43310546875
2018-09-06,590.8934326171875
2018-09-07,596.43310546875
2018-09-10,596.43310546875
2018-09-11,581.6608276367188
2018-09-12,572.4280395507812
2018-09-13,577.9676513671875
2018-09-14,576.1211547851562
2018-09-17,594.5866088867188
2018-09-18,587.2003784179688
2018-09-19,583.50732421875
2018-09-20,583.50732421875
2018-09-21,583.50732421875
2018-09-24,577.9676513671875
2018-09-25,566.888427734375
2018-09-26,572.4280395507812
2018-09-27,563.1954345703125
2018-09-28,581.6608276367188
2018-10-01,574.2745971679688
2018-10-02,576.1211547851562
2018-10-03,576.1211547851562
2018-10-04,577.9676513671875
2018-10-05,555.8091430664062
2018-10-08,561.3487548828125
2018-10-09,561.3487548828125
2018-10-10,553.962646484375
2018-10-11,563.1954345703125
2018-10-12,563.1954345703125
2018-10-15,563.1954345703125
2018-10-16,563.1954345703125
2018-10-17,563.1954345703125
2018-10-18,561.3487548828125
2018-10-19,570.58154296875
2018-10-22,557.65576171875
2018-10-23,557.65576171875
2018-10-24,557.65576171875
2018-10-25,553.962646484375
2018-10-26,552.1160888671875
2018-10-29,552.1160888671875
2018-10-30,552.1160888671875
2018-10-31,553.962646484375
2018-11-01,553.962646484375
2018-11-02,553.962646484375
2018-11-06,553.962646484375
2018-11-07,553.962646484375
2018-11-08,553.962646484375
2018-11-09,552.1160888671875
2018-11-12,553.962646484375
2018-11-13,553.962646484375
2018-11-14,553.962646484375
2018-11-15,553.962646484375
2018-11-16,553.962646484375
2018-11-19,542.88330078125
2018-11-20,529.9575805664062
2018-11-21,529.9575805664062
2018-11-22,541.036865234375
2018-11-23,509.6456604003906
2018-11-26,496.7198791503906
2018-11-27,461.6355285644531
2018-11-28,452.40283203125
2018-11-29,441.32354736328125
2018-11-30,424.7047119140625
2018-12-03,406.2392883300781
2018-12-04,409.9323425292969
2018-12-05,406.2392883300781
2018-12-06,406.2392883300781
2018-12-07,389.6203918457031
2018-12-10,385.92730712890625
2018-12-11,369.30841064453125
2018-12-12,350.8429870605469
2018-12-13,365.6153259277344
2018-12-14,369.30841064453125
2018-12-17,358.22918701171875
